"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"GOA LAWAH TO NUSA LEMBONGAN","LOST CONTACT","INDETERMINATE","February 7, 2020 8:31:16 AM",N
"NIMBOKRAN TO REP.GENYEM (System 1)/Radio-4.1","RFU RX level path1 out of range","WARNING","April 28, 2020 3:15:57 AM",N
"SITE RIMBA RAYA TO STO BIREUN/Shelf/Slot 1 - Link Site Rimba Raya To Sto Bireun 8 GHz / Ch 8 Low/IDU","TDM backplane LOF for slot #4","CRITICAL","April 8, 2019 11:35:38 PM",Y
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","November 20, 2019 9:26:14 AM",Y
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.7","E1/DS1 loss of signal on port #7","MAJOR","May 8, 2021 9:42:51 AM",N
"DUMAI - SUKAJADI 8GHZ CH 6 LOW/ VERTICAL/Shelf/Slot 2 - DUMAI - SUKAJADI 8GHZ CH 8LOW/IDU","Remote communication failure","MAJOR","May 21, 2020 2:12:08 PM",N
"DMT KP. SIHU TO DMT KP. BOTAI BARU/1RU/Slot 3","Corrupted inventory file","WARNING","June 5, 2021 11:01:02 AM",N
"Site-13 1.13 SAJAU - B.BARATAN CH4-6 LOW XPIC HORIZONTAL/Radio-7.1-XPIC.3","Radio loss of frame","CRITICAL","February 21, 2021 7:46:14 AM",N
"STO BAU2 - WAKEAKEA 8GHz CH2H/CH6H/Radio-5.1","Remote communication failure","CRITICAL","August 31, 2019 9:51:08 AM",Y
"PULAU NAU TO REP.WAROPEN SYSTEM 1/1RU/Power Supply 2","Under voltage","MAJOR","December 15, 2020 12:55:57 PM",N
"STO LABUAN BAJO - PUARLOLO FREK.8GH VERTICAL/Radio-6.1","RFU RX level path1 out of range","WARNING","June 20, 2021 11:25:58 AM",N
"KOLAM-TEMPAYUNG","HTTP LOGON FAILURE","WARNING","May 13, 2021 7:57:00 AM",N
"TOR SINGALINGALI - GUNUNG SITOLI (Upgrade Agustus 2016)/Radio-4.1","RFU RX level path2 out of range","WARNING","May 22, 2021 2:26:45 AM",N
"OMTEL TO DUNANGBILA","LOST CONTACT","INDETERMINATE","December 13, 2019 2:19:16 PM",Y
"06 HAJAK/Shelf/Slot 1 - Hajak to Muara Teweh Ch. 6 Low / 8 GHz/IDU","Failure in one or more TDM trails","WARNING","September 26, 2021 7:42:18 PM",N
"REP SANGATA_MATAMANIS/1RU/Slot 3","Download card firmware has failed"","MAJOR","September 11, 2021 4:53:03 AM",N
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/E1-1.4","E1/DS1 unexpected signal on port #4","WARNING","November 20, 2019 9:26:14 AM",Y
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-6.1-XPIC.2","RFU RX level path2 out of range","WARNING","September 22, 2021 6:08:57 AM",N
"GUNUNG TABUR TO LABANAN ( SYSTEM 2 )","LOST CONTACT","INDETERMINATE","October 21, 2021 11:41:12 AM",N
"BONGGO TO ANUSPODENA (System 1)/Radio-5.1","RFU RX level path1 out of range","WARNING","March 19, 2020 5:59:27 AM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.9","E1/DS1 loss of signal on port #9","MAJOR","October 16, 2021 1:06:35 PM",N
"TVRI-ENTIKONG/Radio-1","RFU power failure (1.5v)","MAJOR","September 7, 2021 6:27:35 AM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","May 8, 2021 9:42:51 AM",N
"Wundi to New Mokmer System 4/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","September 18, 2021 2:52:01 AM",N
"GUNUNG DAENG TO SEI BATIK  6GHz CH.1/Shelf/Slot 1 - GUNUNG DAENG TO SEI BATIK  6GHz CH.1/IDU","Communications lost with IDU #5","CRITICAL","October 20, 2021 1:02:01 PM",N
"STO SOE TO BESANA/Radio-5.1-XPIC.2","RFU RX level path1 out of range","WARNING","April 9, 2019 11:55:07 PM",Y
"06 HAJAK/Shelf/Slot 1 - Hajak to Muara Teweh Ch. 6 Low / 8 GHz/IDU","Communications lost with IDU #4","CRITICAL","September 26, 2021 7:42:18 PM",N
"MUARA MUNTAI - MUARA PAHU UP GRADE/Radio-5.1","Radio loss of frame","CRITICAL","September 9, 2021 3:11:48 AM",N
"BATHETAMON TO STO BANDA ACEH 6 Ghz","LOST CONTACT","INDETERMINATE","June 25, 2019 1:40:31 PM",Y
"MANOKWARI-2 TO BSC MANOKWARI/Radio-2.1","Remote communication failure","CRITICAL","September 26, 2021 8:15:15 PM",N
"REP. TOLE - TOLE TO MALILI#1  8 GHz CHANNEL 6/Radio-4","RFU communication failure","WARNING","October 20, 2021 5:36:23 PM",N
"New Rep. 1 Wapoga to Ratewo System 3","LOST CONTACT","INDETERMINATE","July 16, 2021 5:15:25 AM",N
"Waropen To New Rep. Waropen System 3","LOST CONTACT","INDETERMINATE","October 25, 2021 3:50:57 AM",N
"SUNGAI APIT - BENGKALIS  F1/Shelf/Slot 1 - SUNGAI APIT - BENGKALIS  F1/IDU","Remote communication failure","MAJOR","August 10, 2020 11:38:09 AM",N
"Nusa Penida - Goa Lawah (5+0) Upgrade April 2018/Radio-6.1","RFU TX level out of range","MINOR","October 26, 2021 2:20:09 PM",N
"LAMANGGO - GANGGA 7GHz/LOW/HORIZONTAL/Radio-4.1","Remote communication failure","CRITICAL","October 18, 2021 5:31:06 PM",N
"FibeAir IP-10G - 10.144.122.104/Radio-3","Traffic not being taken from radio on slot 4 by multi-radio","WARNING","June 18, 2019 10:03:37 AM",Y
"JAWAI-PEMANGKAT(telkom)/Radio-4.1","Cable short","MAJOR","September 9, 2021 9:14:08 AM",N
"SP2 - RUJAB 2+0/1RU/Slot 1","Hardware Failure","CRITICAL","April 12, 2021 6:11:08 PM",N
"EILOGO - SAMBUKU FREK. 6GHz 3+0 NEW ( high )","LOST CONTACT","INDETERMINATE","December 22, 2020 4:24:12 AM",N
"Rep. Nabire to Ratewo System 3/Radio-5.1-XPIC.2","RFU RX level path1 out of range","WARNING","July 16, 2021 4:52:14 AM",N
"PONGKAR - TJ.BATU 2+0 FREK 6GHZ ( 3+0 8GHZ )","HTTP LOGON FAILURE","WARNING","May 8, 2020 7:02:37 AM",N
"STO SINTANG TO TSEL MT GRAND MANDIRI/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","September 8, 2021 1:42:01 PM",N
"SENAYANG - BKT BANGKU 6GHZ 4+0 HIGH/Radio-5.1-XPIC.2","RFU RX level path1 out of range","WARNING","February 10, 2019 5:46:56 PM",Y
"lengkenat to bancoh/Shelf/Slot 3 - R-CGN-IP10_SBS_to_PMK_SL02/IDU","Incompatible features enabled; feature 'Radio-Diversity' and feature 'ACM Adaptive' are mutually exclusive.","WARNING","October 14, 2021 12:08:48 PM",N
"LUWUK to TASAN EXPAND MARET 2019/Radio-6.1","RFU RX level path2 out of range","WARNING","September 9, 2021 11:13:37 AM",N
"PARIT TO KASONGAN / U6 GHz XPIC / CH. 3H / 2+0 SD/Radio-4.1-XPIC.1","RFU RX level path2 out of range","WARNING","March 23, 2021 4:05:52 AM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-1.8","E1/DS1 loss of signal on port #8","MAJOR","September 4, 2020 2:03:54 AM",N
"ENTIKONG-TVRI/E1-1.4","E1/DS1 loss of signal on port #4","MAJOR","October 6, 2021 1:58:47 PM",N
"KABANJAHE _ B.BUTAR/Radio-2.1","Radio loss of frame","CRITICAL","September 15, 2021 3:00:39 PM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/Shelf/Slot 2/IDU","Remote communication failure","MAJOR","October 8, 2021 11:09:02 AM",N
"TELKOM BAU BAU TO TSEL BAU-BAU 13Ghz CH 8 IP-10/Radio-4","RFU Rx level path1 out of range","WARNING","August 25, 2019 8:44:29 PM",Y
"MUARA KAMAN TO SENONI/Radio-3.1","Radio loss of frame","CRITICAL","May 21, 2021 5:56:20 AM",N
"PUARLOLO TO WAINGAPU FREK. 4,5G, 1.2 ( HIGH ) JULI 2018-System-1/2RU/Slot 4","This Card type is not supported in this slot","MAJOR","October 17, 2021 3:03:28 AM",N
"SEI BATANG TO GUNUNG DAENG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","December 24, 2020 7:18:23 AM",N
"MUARA PAHU - MELAK/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","May 17, 2021 12:04:11 PM",N
"WAIKABUBAK_KANINGU #1, CH.8/E1-1.15","E1/DS1 unexpected signal on port #15","WARNING","May 6, 2021 11:00:36 AM",N
"BKT BARATAN - MAMBURUNGAN XPIC 4+0 NEW/ETY-1.2","Loss of Carrier","MAJOR","March 26, 2019 10:03:53 PM",Y
"MANULAI - SAMBUKU FREK. 6GHz 3+0 NEW ( HIGH )/Radio-3.1","Radio loss of frame","CRITICAL","June 29, 2021 2:31:04 PM",N
"Nusa Penida - Goa Lawah (5+0) Upgrade April 2018","LOST CONTACT","INDETERMINATE","October 26, 2021 2:40:37 PM",N
"BESANA TO STO SOE/MC-ABC.1","LVDS RX Error Slot 4","MAJOR","April 10, 2019 12:08:53 AM",Y
"REP. KAPTIAU - BONGGO  SYSTEM 2/1RU/Slot 6","Corrupted inventory file","WARNING","November 20, 2020 6:43:45 AM",N
"SUBI TO LAGONG SYSTEM 1 FREK 7 GHZ","LOST CONTACT","INDETERMINATE","October 16, 2021 10:04:00 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"NUNUKAN TO SEIBATANG 8GHz/E1-5.4","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-6.1","Radio loss of frame","CRITICAL","September 14, 2021 11:55:01 PM",N
"NUSA LEMBONGAN TO GOA LAWAH 11GHZ 5+0","LOST CONTACT","INDETERMINATE","October 26, 2021 2:42:20 PM",N
"New Mokmer to STO Biak System 5 # JULI 2021","LOST CONTACT","INDETERMINATE","October 27, 2021 2:32:17 PM",N
"SEI BATANG TO GUNUNG DAENG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","December 24, 2020 7:18:23 AM",N
"TEMPAYUNG - KOLAM/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","January 18, 2021 12:50:55 PM",N
"MANANMUR TO OTOWERI (5+0)","LOST CONTACT","INDETERMINATE","October 27, 2021 2:31:56 PM",N
"Waindu to Pantai Indomba System 3/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","October 25, 2021 7:12:51 AM",N
"New Mokmer to STO Biak System 5 # JULI 2021/2RU/Slot 8","Unexpected Card Type in slot","MINOR","September 17, 2021 2:31:31 PM",N
"DMT WAINDU TO NEW REP WAROPEN SYSTEM 0/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","March 9, 2021 1:10:07 PM",N
"Waindu to Pantai Indomba System 3/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","October 25, 2021 7:12:51 AM",N
"GUNUNG BESI (Backup TelkomselPebruari 2014)/Shelf/Slot 4 - MEMPAWAH/IDU","Fan failure","MINOR","July 8, 2021 9:01:33 PM",N
"RUJAB - TVRI RELOK (2+0) UPGRADE 2019/Radio-6.1-XPIC.2","RFU RX level path1 out of range","WARNING","August 12, 2019 7:12:03 PM",Y
"Site-8 2.8 SEIMAYANG-LABANAN CH1-3 HIGH VERTICAL/Radio-8.1-XPIC.3","RFU RX level out of range","WARNING","October 17, 2021 3:08:05 PM",N
"SP2 - RUJAB 11 GHZ 5+0 UPGRADE 2019/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 27, 2021 2:17:12 PM",N
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/E1-1.8","E1/DS1 unexpected signal on port #8","WARNING","November 20, 2019 9:26:14 AM",Y
"SAMBUKU - EILOGO FREK. 6GHz 3+0 NEW ( LOW )/Radio-3.1","RFU RX level path1 out of range","WARNING","May 27, 2021 4:47:49 AM",N
"OMTEL TO KALABAHI/E1-2.15","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","August 16, 2018 4:26:16 PM",Y
"ANUSPODENA - NENGKE VILLAGE SYSTEM 2","LOST CONTACT","INDETERMINATE","July 9, 2021 11:41:14 PM",N
"STO LUBUK BASUNG _ BUKIT SILASUNG (3+0) FEB'20/MC-ABC.1","LVDS RX Error Slot 5","MAJOR","October 26, 2021 8:50:29 AM",N
"INDOMBA TO WAINDU CH2 & CH4 6GHZ XPIC System 1/1RU/Power Supply 2","Under voltage","MAJOR","May 6, 2021 8:42:22 AM",Y
"IP10_Bundung_to_Gunung_Besi_SL01/ETY-4.5","Ethernet loss of carrier on port #5","MAJOR","October 29, 2019 3:58:44 AM",Y
"HANAU TO ASAM BARU. / U6 GHz XPIC / CH. 7H / 2+0 SD/Radio-3.1-XPIC.1","Cable open","MAJOR","January 22, 2020 4:16:35 AM",Y
"STO TAKENGON TO SITE BUKIT SAMA/E1-2.16","E1/DS1 loss of signal on port #16","MAJOR","March 12, 2019 12:21:49 AM",Y
"Buntut Bali - Kasongan #2/Radio-2","RFU Rx level path1 out of range","WARNING","June 4, 2021 1:00:30 PM",N
"MARTEWAR - APAWER SYSTEM 3/Radio-10.1-XPIC.4","Radio loss of frame","CRITICAL","October 24, 2021 12:35:05 PM",N
"DUMAI - SUKAJADI 8GHZ CH 6 LOW/ VERTICAL","LOST CONTACT","INDETERMINATE","October 11, 2020 8:53:41 AM",N
"ILEWENGOT - STO LARANTUKA U6GHz/XPIC/LOW/ETY-1.1","Loss of Carrier","MAJOR","March 16, 2019 7:01:17 PM",Y
"REP.TAMAKO TO TAMAKO/7 GHz/HIGH/HORIZONTAL","LOST CONTACT","INDETERMINATE","October 21, 2021 2:04:07 AM",N
"Waindu to Pantai Indomba System 3/Radio-9.1-XPIC.4","RFU RX level path1 out of range","WARNING","October 25, 2021 7:12:51 AM",N
"NUNUKAN TO SEIBATANG 8GHz/E1-5.3","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"RUJAB - TVRI RELOK (2+0) UPGRADE 2019/Radio-2.1","RFU RX level path1 out of range","WARNING","August 12, 2019 7:12:03 PM",Y
"CERAGON BPO TO TGBATU","LOST CONTACT","INDETERMINATE","April 12, 2018 11:13:31 AM",Y
"RANTAU PRAPAT TO NEGERI BARU NEW/Radio-5.1","RFU RX level path1 out of range","WARNING","October 19, 2021 7:36:18 AM",N
"LAMANGGO TO GANGGA","LOST CONTACT","INDETERMINATE","October 20, 2021 11:33:59 PM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High","LOST CONTACT","INDETERMINATE","November 15, 2020 9:17:55 PM",N
"BONEPUTE TO WOTU#1 8 GHz CHANNEL 3/Radio-2","Radio loss of frame","CRITICAL","October 25, 2021 4:52:30 AM",N
"BATETHAMON TO BANDA ACEH NEW IP 20","LOST CONTACT","INDETERMINATE","June 25, 2019 2:00:05 PM",Y
"SANGATA2 - PERDAU FREK.6G HIGH CH 1-CH3 XPIC (VERTICAL)/Radio-4.1-XPIC.1","RFU RX level path1 out of range","WARNING","October 25, 2021 12:35:39 AM",N
"P. Nau to Rep. Waropen System 2/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","February 5, 2021 8:27:35 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.15","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"STO SOE TO BESANA/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","April 9, 2019 11:55:07 PM",Y
"Rep. Nabire to Ratewo System 2","LOST CONTACT","INDETERMINATE","February 12, 2021 7:55:55 PM",N
"01 TELKOM SAMPIT/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","September 28, 2021 1:57:29 PM",N
"BTS WAINANGURA-BTS ELOPADA CH.5/Shelf/Slot 3 - BTS WAIMANGURA_MSAN WAITABULA #1,  CH.2/IDU","Remote communication failure","MAJOR","May 8, 2021 9:27:07 AM",N
"GOLONAWANG _ NDESU 8+0 ( JULI 20 )/Radio-8.1-XPIC.3","Remote communication failure","CRITICAL","August 10, 2021 9:41:04 AM",N
"PULAU RATEWAO TO REP NABIRE SYSTEM 1","LOST CONTACT","INDETERMINATE","March 11, 2021 6:49:57 PM",N
"NENGKE VILLAGE - ANUSPODENA SYSTEM 2/1RU/Slot 4","Unexpected Card Type in slot","MINOR","January 9, 2021 8:42:32 AM",N
"R-CGN-IP10_NLAT_to_KTAU_SL01_MR/Shelf/Slot 3 - R-CGN-IP10_NLAT_KTAU_SL03_FR-8GH_CH -7L_POL-V/IDU","Fan failure","MINOR","October 14, 2021 4:15:22 PM",N
"MELAK - MUARA PAHU/Shelf/Slot 1 - Link Melak - Muara Pahu / 8 GHz / Ch. 7 / Tx Low/IDU","TDM backplane LOF for slot #2","CRITICAL","September 19, 2021 10:58:35 PM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-8.1-XPIC.3","Remote communication failure","CRITICAL","October 25, 2021 12:26:40 AM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.2","E1/DS1 loss of signal on port #2","MAJOR","May 8, 2021 9:42:51 AM",N
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/Shelf/Slot 2 - Maligano - Raha/IDU","Remote communication failure","MAJOR","October 25, 2019 1:37:43 PM",Y
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1/Shelf/Slot 1 - STO BANGKO TO REPEATER BANGKO 8GHZ CH 8 #3/IDU","E1/DS1 unexpected signal on port #15","WARNING","October 29, 2019 10:14:45 AM",Y
"REP.WAROPEN TO PULAU NAU SYSTEM 1","LOST CONTACT","INDETERMINATE","March 11, 2021 6:34:52 PM",N
"BSC MARARENA TO BAGARSEWAR SYSTEM 2","LOST CONTACT","INDETERMINATE","January 30, 2020 1:53:10 PM",N
"PARENGGEAN TO PARIT IP10 6GHz CH 3 LOW VERTICAL/Radio-3","Traffic not being taken from radio on slot 3 by multi-radio","WARNING","October 21, 2021 4:06:34 AM",N
"ENTIKONG-TVRI/Slot 1 - Entikong to TVRI Balaikarangan/IDU","Failure in one or more TDM trails","WARNING","September 8, 2021 7:59:58 PM",N
"KANINGU_MATAWAI KRAHA #1  CH5","HTTP LOGON FAILURE","WARNING","May 9, 2021 2:21:46 AM",N
"WUNDI TO MOKMER 8 GHZ System 1/1RU/Power Supply 1","Under voltage","MAJOR","September 22, 2021 8:38:51 AM",N
"KAMPUNG TOFOT TO KAMPUNG MOOS","LOST CONTACT","INDETERMINATE","April 29, 2021 10:55:23 PM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","October 22, 2021 11:00:18 AM",N
"KAMPUNG TOFOT TO TEMINABUAN PERMANEN","LOST CONTACT","INDETERMINATE","April 29, 2021 10:54:15 PM",N
"EILOGO - SAMBUKU/E1-1.1","E1/DS1 unexpected signal on port #1","WARNING","March 10, 2020 10:27:28 AM",N
"Rep. Waropen to Pulau Nau System 3","LOST CONTACT","INDETERMINATE","October 25, 2021 4:14:50 AM",N
"Site-16 2.16 B.BARATAN - KARUNGAN CH4-6 HIGH XPIC HORIZONTAL/2RU/Slot 3","Corrupted inventory file","WARNING","April 20, 2020 7:14:49 PM",N
"NUNUKAN TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","December 17, 2018 4:38:57 PM",Y
"RAHA - MALIGANO IP-10 FREQ.8GHZ/CH7L/E1-1.13","E1/DS1 unexpected signal on port #13","WARNING","November 20, 2019 2:58:14 PM",Y
"SMA010 - TEMPAYUNG Low","LOST CONTACT","INDETERMINATE","May 13, 2021 5:09:09 AM",N
"Rep. Nabire to Ratewo System 3/2RU/Slot 7","Corrupted inventory file","WARNING","June 7, 2021 2:44:02 PM",N
"TOMPO - PSR PUTIH FREK.4,5GHz HIGH 5+0 XPIC SD ( JUNI 2021 )/Radio-6.2","RFU TX Mute","WARNING","August 16, 2021 4:35:47 PM",N
"RAHA - MALIGANO IP-10 FREQ.8GHZ/CH7L/E1-1.14","E1/DS1 unexpected signal on port #14","WARNING","November 20, 2019 2:58:14 PM",Y
"MALINAU - TIDUNG PALA/E1-5.16","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:57:33 PM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.4","E1/DS1 loss of signal on port #4","MAJOR","May 8, 2021 9:42:51 AM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.4","E1/DS1 loss of signal on port #4","MAJOR","October 16, 2021 1:06:35 PM",N
"TOLI2 - TOMPO FREK.4,5G LOW 5+0 XPIC SD (JUNI 2021)/Radio-5.1","RFU TX Mute","WARNING","July 27, 2021 11:32:56 AM",N
"STO Biak to New Mokmer System 5 # JULI 2021/Radio-8.1-XPIC.2","RFU RX level path1 out of range","WARNING","September 23, 2021 2:52:01 PM",N
"02 TAMIANG LAYANG/Shelf/Slot 1 - Tamiang Layang - Ampah / Ch 6 Low / 8 GHz/IDU","Communications lost with IDU #2","CRITICAL","June 28, 2021 11:49:35 AM",N
"PULAU NAU TO NEW REP 1 WAPOGA SYSTEM 1/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","December 24, 2020 2:56:26 PM",N
"MANULAI - SAMBUKU FREK. 7GHz 3+0 NEW ( LOW ) upgrade 2+0/Radio-4.1","RFU RX level path1 out of range","WARNING","July 11, 2021 5:13:02 AM",N
"PERDAU - SANGATA2 FREK.6G CH4-6 XPIC (HORIZONTAL)/Radio-7.1-XPIC.3","Remote communication failure","CRITICAL","October 12, 2021 9:49:12 PM",N
"Kabanjahe to Bukit Butar System 3/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","April 28, 2021 9:18:20 AM",N
"Kalabahi to Omtel/E1-2.1","Loss-of-frames alarm on TDM service","MAJOR","September 1, 2018 3:16:59 AM",Y
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/Shelf/Slot 4 - BKT DAMA TO TAKENGON/IDU","Remote communication failure","MAJOR","March 13, 2019 12:23:42 PM",Y
"REP.NABIRE TO STO NABIRE SYSTEM 1/1RU/Power Supply 2","Under voltage","MAJOR","December 19, 2020 6:08:30 PM",N
"GUNUNG PAGAR - PONTIANAK/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","December 4, 2017 12:36:23 AM",Y
"KANUAK TO MT SEI SENA/1RU/Power Supply 2","Under voltage","MAJOR","May 24, 2018 1:52:15 AM",Y
"New Rep. 1 Wapoga to P. Nau System 2","LOST CONTACT","INDETERMINATE","February 12, 2021 5:08:01 PM",N
"CAMPLONG TO SOE/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","April 24, 2019 5:13:49 PM",Y
"NUNUKAN TO SEIBATANG 8GHz/E1-5.8","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"BATUI - TONGKIAN 8GHZ. CH 8 HIGH/ HORT SD","LOST CONTACT","INDETERMINATE","March 5, 2021 4:43:07 PM",N
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/E1-1.13","E1/DS1 unexpected signal on port #13","WARNING","October 24, 2021 3:01:38 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"KP TELIGUNG - KP MOOS 1+0 NEW","LOST CONTACT","INDETERMINATE","January 25, 2020 1:22:47 PM",Y
"06 HAJAK/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","April 18, 2020 1:32:20 AM",N
"lengkenat to bancoh/ETY-2.1","Gigabit Ethernet SFP not inserted on port #1","MAJOR","October 26, 2021 1:19:33 PM",N
"TSEL TALAWIA - TSEL SIAU 8 GHz/LOW/HORIZINTAL/Radio-3.1","Radio loss of frame","CRITICAL","October 19, 2021 3:32:05 AM",N
"FibeAir IP-10G - 10.144.122.103","LOST CONTACT","INDETERMINATE","November 21, 2019 11:07:09 AM",Y
"R-CGN-IP10_NLAT_to_KTAU_SL01_MR/ETY-2.1","Gigabit Ethernet SFP not inserted on port #1","MAJOR","October 25, 2021 9:58:36 AM",N
"NUNUKAN TO SEIBATANG 8GHz/Radio-4.1","Radio loss of frame","CRITICAL","July 11, 2019 3:44:19 PM",Y
"MATA MANIS _ REP.SANGATA ( SYSTEM 3 )/Radio-5.1-XPIC.2","RFU hardware failure 1","CRITICAL","September 22, 2021 2:33:38 PM",N
"STO TEBAS to PEMANGKAT/E1-1.4","E1/DS1 unexpected signal on port #4","WARNING","March 7, 2019 2:24:27 AM",Y
"GUNUNG PAGAR - PONTIANAK/E1-1.16","E1/DS1 unexpected signal on port #16","WARNING","December 4, 2017 12:36:23 AM",Y
"KURUN REPEATER TO TEWAH 6Ghz/Radio-3","RFU communication failure","WARNING","October 11, 2021 10:07:06 AM",N
"DORONAE - PUARLOLO U6GHz XPIC EXPAND ASURANSI-LOW-HORIZONTAL sys-2/Radio-4.1","Radio loss of frame","CRITICAL","October 26, 2021 4:13:07 AM",N
"REP. KAPTIAU - BONGGO  SYSTEM 2/1RU/Slot 2","Unexpected Card Type in slot","MINOR","November 20, 2020 6:43:45 AM",N
"SUBI TO SERASAN SYSTEM 2 FREK 8 GHZ/Radio-5.1","RFU TX level out of range","MINOR","October 16, 2021 1:00:06 AM",N
"NUNUKAN TO SEIBATANG 8GHz/E1-5.16","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"STO DUMAI to SUKAJADI Vertical F6# 6, 8, F7# 5, F8# 3, 4 High/Radio-4.1","RFU RX level path1 out of range","WARNING","September 23, 2021 3:22:47 PM",N
"DMT LIA TO TAMAKO FREQ 6GHz CH.3H ( VERT )","HTTP LOGON FAILURE","WARNING","October 27, 2021 2:13:07 PM",N
"MATA MANIS - REP.SANGATA (SYSTEM 4 )","LOST CONTACT","INDETERMINATE","September 24, 2021 6:20:33 AM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.7","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"DANGAS-PONGKAR FREK.6GHz CH LOW, 5+0 XPIC","LOST CONTACT","INDETERMINATE","April 12, 2018 11:07:17 AM",Y
"KENDARI-POPALIA IP20N 8GHz CH4L/CH8H","LOST CONTACT","INDETERMINATE","November 21, 2019 11:06:29 AM",Y
"OMTEL TO KALABAHI","LOST CONTACT","INDETERMINATE","December 13, 2019 2:09:37 PM",Y
"BEBATU SUPA TO TIDUNG PALA/E1-2.16","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"Site-3 2.3 MIAUBARU -MATAMANIS FREK.4-5G CH1-3 LOWXPIC VERTICAL/ETY-1.6","Loss of Carrier","MAJOR","October 7, 2019 7:11:45 AM",Y
"BUKIT NAMORA TO REPEATER BANGKO","LOST CONTACT","INDETERMINATE","October 8, 2020 4:29:51 PM",N
